_sentence,_receivers,sentence_id,time,latitude,longitude, altitude ,speed,Speed,Speed,heading,satellites,battery,Battery,gps_sentances,image_id,ssdv_packet_count,,,
"$$KEW02,380,12:39:05,52.235237,-0.848359,17804,2431,87,15,2583,139,719,30*C605","PE1ANS-L,G8HIK,PE2BZ-preamp,G6GVI_LoRa,G8KNN,BUZZ_LORA1,G7PMO_PiRx,G6GZH,g8fjg-5pi",380,12:39:05,52.235237,-0.848359," 17,804 ",2431,24.31,17.698,87,15,2.58,25.8,139,719,30,,,
"$$KEW02,381,12:39:34,52.235348,-0.843007,17890,2661,85,16,2579,177,719,40*257A","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,PE2BZ-preamp,G7PMO_PiRx,G6GZH,g8fjg-5pi",381,12:39:34,52.235348,-0.843007," 17,890 ",2661,26.61,22.176,85,16,2.58,25.8,177,719,40,,,
"$$KEW02,382,12:40:01,52.235180,-0.836880,17963,3197,93,15,2579,215,719,50*ED64","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,g8fjg-5pi",382,12:40:01,52.23518,-0.83688," 17,963 ",3197,31.97,27.134,93,15,2.58,25.8,215,719,50,,,
"$$KEW02,383,12:40:31,52.234741,-0.829473,18055,3437,93,13,2539,251,719,60*D0B6","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,PE2BZ-preamp,G6GZH,g8fjg-5pi,M0XBC_LoRa",383,12:40:31,52.234741,-0.829473," 18,055 ",3437,34.37,30.326,93,13,2.54,25.4,251,719,60,,,
"$$KEW02,384,12:41:14,52.233845,-0.817748,18172,0,0,16,2588,9,720,0*D561","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,PE2BZ-preamp,G7PMO_PiRx,G6GZH,g8fjg-5pi,M0XBC_LoRa",384,12:41:14,52.233845,-0.817748," 18,172 ",0,34.37,33.114,0,16,2.59,25.9,9,720,0,,,
"$$KEW02,385,12:41:44,52.232742,-0.809747,18252,3825,100,15,2559,56,720,10*B0A2","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi,M0XBC_LoRa",385,12:41:44,52.232742,-0.809747," 18,252 ",3825,38.25,35.022,100,15,2.56,25.6,56,720,10,,,
"$$KEW02,386,12:42:14,52.231495,-0.801562,18343,3615,103,14,2549,95,720,20*EF03","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,PE2BZ-preamp,G6GZH,g8fjg-5pi,M0XBC_LoRa",386,12:42:14,52.231495,-0.801562," 18,343 ",3615,36.15,35.926,103,14,2.55,25.5,95,720,20,,,
"$$KEW02,387,12:42:42,52.230419,-0.794247,18429,3649,101,16,2554,131,720,30*5063","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,M0XBC_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",387,12:42:42,52.230419,-0.794247," 18,429 ",3649,36.49,35.754,101,16,2.55,25.5,131,720,30,,,
"$$KEW02,388,12:43:11,52.229343,-0.786716,18523,3351,103,15,2534,168,720,40*0FD3","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,M0XBC_LoRa,G6GZH,g8fjg-5pi,G8KNN",388,12:43:11,52.229343,-0.786716," 18,523 ",3351,33.51,36.194,103,15,2.53,25.3,168,720,40,,,
"$$KEW02,389,12:43:38,52.228146,-0.779714,18595,3657,104,15,2559,202,720,50*CF99","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G6GZH,g8fjg-5pi,M0XBC_LoRa",389,12:43:38,52.228146,-0.779714," 18,595 ",3657,36.57,35.858,104,15,2.56,25.6,202,720,50,,,
"$$KEW02,390,12:44:14,52.226494,-0.770006,18711,3657,104,15,2500,238,720,60*8ABF","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,M0XBC_LoRa",390,12:44:14,52.226494,-0.770006," 18,711 ",3657,36.57,36.004,104,15,2.5,25,238,720,60,,,
"$$KEW02,391,12:44:35,52.225212,-0.764466,18772,3688,109,14,2564,275,720,70*6D2C","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi,M0XBC_LoRa",391,12:44:35,52.225212,-0.764466," 18,772 ",3688,36.88,36.082,109,14,2.56,25.6,275,720,70,,,
"$$KEW02,392,12:45:12,52.223042,-0.754935,18879,0,0,16,2583,7,721,0*2018","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,M0XBC_LoRa,G6GZH,g8fjg-5pi,G8KNN",392,12:45:12,52.223042,-0.754935," 18,879 ",0,36.88,35.904,0,16,2.58,25.8,7,721,0,,,
"$$KEW02,393,12:45:19,52.222687,-0.753166,18899,3262,104,16,2574,43,721,10*1EBC","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi,M0XBC_LoRa",393,12:45:19,52.222687,-0.753166," 18,899 ",3262,32.62,34.51,104,16,2.57,25.7,43,721,10,,,
"$$KEW02,394,12:45:26,52.222378,-0.751451,18919,2960,105,16,2579,82,721,20*42EB","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi,M0XBC_LoRa",394,12:45:26,52.222378,-0.751451," 18,919 ",2960,29.6,34.746,105,16,2.58,25.8,82,721,20,,,
"$$KEW02,395,12:45:33,52.222050,-0.749656,18940,3775,106,16,2593,120,721,30*B918","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,M0XBC_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",395,12:45:33,52.22205,-0.749656," 18,940 ",3775,37.75,34.512,106,16,2.59,25.9,120,721,30,,,
"$$KEW02,396,12:45:39,52.221779,-0.748077,18957,3571,100,16,2583,154,721,40*FAA0","PE1ANS-L,G8HIK,BUZZ_LORA1,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi,M0XBC_LoRa",396,12:45:39,52.221779,-0.748077," 18,957 ",3571,35.71,35.002,100,16,2.58,25.8,154,721,40,,,
"$$KEW02,397,12:45:46,52.221432,-0.746220,18978,3933,106,16,2588,188,721,50*276D","PE1ANS-L,BUZZ_LORA1,G6GVI_LoRa,M0XBC_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",397,12:45:46,52.221432,-0.74622," 18,978 ",3933,39.33,36.344,106,16,2.59,25.9,188,721,50,,,
"$$KEW02,398,12:45:52,52.221149,-0.744665,18996,3933,106,16,2569,222,721,60*B610","PE1ANS-L,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi,M0XBC_LoRa",398,12:45:52,52.221149,-0.744665," 18,996 ",3933,39.33,37.464,106,16,2.57,25.7,222,721,60,,,
"$$KEW02,399,12:45:59,52.220806,-0.742916,19018,3520,102,16,2603,260,721,70*6760","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,M0XBC_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",399,12:45:59,52.220806,-0.742916," 19,018 ",3520,35.2,36.678,102,16,2.6,26,260,721,70,,,
"$$KEW02,400,12:46:06,52.220428,-0.741196,19039,3382,107,16,2608,297,721,80*E81A","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,M0XBC_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",400,12:46:06,52.220428,-0.741196," 19,039 ",3382,33.82,36.956,107,16,2.61,26.1,297,721,80,,,
"$$KEW02,401,12:46:11,52.220219,-0.740031,19055,3710,110,16,2583,333,721,90*FC8A","BUZZ_LORA1,G8HIK,G8KNN,G6GVI_LoRa,G6GZH",401,12:46:11,52.220219,-0.740031," 19,055 ",3710,37.1,36.424,110,16,2.58,25.8,333,721,90,,,
"$$KEW02,402,12:46:19,52.219879,-0.738138,19080,3667,108,16,2588,369,721,100*B0DD","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",402,12:46:19,52.219879,-0.738138," 19,080 ",3667,36.67,35.892,108,16,2.59,25.9,369,721,100,,,
"$$KEW02,403,12:46:25,52.219650,-0.736757,19101,3667,108,16,2564,407,721,110*8D14","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,g8fjg-5pi,M0XBC_LoRa",403,12:46:25,52.21965,-0.736757," 19,101 ",3667,36.67,36.186,108,16,2.56,25.6,407,721,110,,,
"$$KEW02,404,12:46:32,52.219402,-0.735204,19123,3667,108,16,2588,444,721,120*94BD","PE1ANS-L,G8HIK,BUZZ_LORA1,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi,M0XBC_LoRa",404,12:46:32,52.219402,-0.735204," 19,123 ",3667,36.67,36.402,108,16,2.59,25.9,444,721,120,,,
"$$KEW02,405,12:46:38,52.219234,-0.733913,19145,3490,109,16,2583,479,721,130*4454","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,g8fjg-5pi,M0XBC_LoRa",405,12:46:38,52.219234,-0.733913," 19,145 ",3490,34.9,35.826,109,16,2.58,25.8,479,721,130,,,
"$$KEW02,406,12:46:45,52.218964,-0.732429,19166,3422,108,17,2603,515,721,140*F4E2","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi,M0XBC_LoRa",406,12:46:45,52.218964,-0.732429," 19,166 ",3422,34.22,34.856,108,17,2.6,26,515,721,140,,,
"$$KEW02,407,12:46:51,52.218792,-0.731230,19182,3182,105,16,2588,550,721,150*F40E","PE1ANS-L,BUZZ_LORA1,G6GVI_LoRa,M0XBC_LoRa,G7PMO_PiRx,g8fjg-5pi,G8KNN",407,12:46:51,52.218792,-0.73123," 19,182 ",3182,31.82,33.508,105,16,2.59,25.9,550,721,150,,,
"$$KEW02,408,12:46:57,52.218609,-0.730036,19202,2993,100,16,2608,589,721,160*2917","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,g8fjg-5pi,M0XBC_LoRa",408,12:46:57,52.218609,-0.730036," 19,202 ",2993,29.93,31.472,100,16,2.61,26.1,589,721,160,,,
"$$KEW02,409,12:47:05,52.218422,-0.728408,19231,2649,113,16,2623,628,721,170*1A81","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,g8fjg-5pi",409,12:47:05,52.218422,-0.728408," 19,231 ",2649,26.49,29.79,113,16,2.62,26.2,628,721,170,,,
"$$KEW02,410,12:47:11,52.218281,-0.727247,19254,2649,113,16,2603,669,721,180*3311","PE1ANS-L,BUZZ_LORA1,G6GVI_LoRa,M0XBC_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",410,12:47:11,52.218281,-0.727247," 19,254 ",2649,26.49,28.244,113,16,2.6,26,669,721,180,,,
"$$KEW02,411,12:47:18,52.218124,-0.725929,19276,2649,113,16,2593,705,721,190*7474","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,M0XBC_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",411,12:47:18,52.218124,-0.725929," 19,276 ",2649,26.49,26.036,113,16,2.59,25.9,705,721,190,,,
"$$KEW02,412,12:47:24,52.218056,-0.724793,19296,2078,91,16,2588,741,721,200*1E1C","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,M0XBC_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",412,12:47:24,52.218056,-0.724793," 19,296 ",2078,20.78,24.2,91,16,2.59,25.9,741,721,200,,,
"$$KEW02,413,12:47:30,52.218037,-0.723705,19313,2075,75,16,2603,779,721,210*09DC","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,M0XBC_LoRa,G6GZH,g8fjg-5pi,G8KNN",413,12:47:30,52.218037,-0.723705," 19,313 ",2075,20.75,23.914,75,16,2.6,26,779,721,210,,,
"$$KEW02,414,12:47:38,52.218044,-0.722272,19344,2506,80,16,2608,818,721,220*0B4B","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,M0XBC_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",414,12:47:38,52.218044,-0.722272," 19,344 ",2506,25.06,23.904,80,16,2.61,26.1,818,721,220,,,
"$$KEW02,415,12:47:44,52.217960,-0.721103,19365,2644,103,16,2603,856,721,230*159C","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G6GZH,g8fjg-5pi",415,12:47:44,52.21796,-0.721103," 19,365 ",2644,26.44,23.734,103,16,2.6,26,856,721,230,,,
"$$KEW02,416,12:47:51,52.217819,-0.719706,19386,2564,93,16,2588,892,721,240*D205","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",416,12:47:51,52.217819,-0.719706," 19,386 ",2564,25.64,25.484,93,16,2.59,25.9,892,721,240,,,
"$$KEW02,417,12:47:57,52.217716,-0.718495,19405,2953,96,16,2588,926,721,250*6759","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G6GZH,g8fjg-5pi",417,12:47:57,52.217716,-0.718495," 19,405 ",2953,29.53,27.506,96,16,2.59,25.9,926,721,250,,,
"$$KEW02,418,12:48:04,52.217587,-0.717039,19427,3086,92,16,2588,963,721,260*BA57","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",418,12:48:04,52.217587,-0.717039," 19,427 ",3086,30.86,28.4,92,16,2.59,25.9,963,721,260,,,
"$$KEW02,419,12:48:10,52.217453,-0.715728,19443,2953,103,16,2608,1002,721,270*CEAF","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",419,12:48:10,52.217453,-0.715728," 19,443 ",2953,29.53,29.118,103,16,2.61,26.1,1002,721,270,,,
"$$KEW02,420,12:48:17,52.217239,-0.714163,19467,3003,96,16,2588,1038,721,280*DF38","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",420,12:48:17,52.217239,-0.714163," 19,467 ",3003,30.03,30.21,96,16,2.59,25.9,1038,721,280,,,
"$$KEW02,421,12:48:24,52.217022,-0.712540,19488,3110,98,16,2588,1077,721,290*D428","PE1ANS-L,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",421,12:48:24,52.217022,-0.71254," 19,488 ",3110,31.1,30.524,98,16,2.59,25.9,1077,721,290,,,
"$$KEW02,422,12:48:30,52.216835,-0.711052,19508,3110,98,16,2598,1113,721,300*1FA4","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH",422,12:48:30,52.216835,-0.711052," 19,508 ",3110,31.1,30.572,98,16,2.6,26,1113,721,300,,,
"$$KEW02,423,12:48:54,52.216232,-0.704570,19578,0,0,17,2569,10,722,0*C0CA","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,M0XBC_LoRa,G6GZH,g8fjg-5pi,G8KNN",423,12:48:54,52.216232,-0.70457," 19,578 ",0,31.1,31.878,0,17,2.57,25.7,10,722,0,,,
"$$KEW02,424,12:49:19,52.215797,-0.697186,19659,3606,99,15,2559,56,722,10*6C68","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,M0XBC_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",424,12:49:19,52.215797,-0.697186," 19,659 ",3606,36.06,32.902,99,15,2.56,25.6,56,722,10,,,
"$$KEW02,425,12:49:48,52.215473,-0.689062,19743,3515,97,17,2529,93,722,20*A72C","PE1ANS-L,G8HIK,PE2BZ-preamp,G6GVI_LoRa,G8KNN,BUZZ_LORA1,G7PMO_PiRx,G6GZH,M0XBC_LoRa",425,12:49:48,52.215473,-0.689062," 19,743 ",3515,35.15,33.13,97,17,2.53,25.3,93,722,20,,,
"$$KEW02,426,12:50:21,52.214611,-0.680435,19828,3224,95,15,2529,129,722,30*271D","PE1ANS-L,BUZZ_LORA1,G6GVI_LoRa,M0XBC_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",426,12:50:21,52.214611,-0.680435," 19,828 ",3224,32.24,34.748,95,15,2.53,25.3,129,722,30,,,
"$$KEW02,427,12:50:48,52.214428,-0.673566,19911,3919,90,16,2554,162,722,40*B4DA","PE1ANS-L,G8HIK,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",427,12:50:48,52.214428,-0.673566," 19,911 ",3919,39.19,35.502,90,16,2.55,25.5,162,722,40,,,
"$$KEW02,428,12:51:18,52.213993,-0.665857,20009,3487,87,14,2559,201,722,50*48DE","PE1ANS-L,G6GVI_LoRa,G8KNN,g8fjg-5pi,G6GZH",428,12:51:18,52.213993,-0.665857," 20,009 ",3487,34.87,35.024,87,14,2.56,25.6,201,722,50,,,
"$$KEW02,429,12:51:54,52.213932,-0.657505,20164,3367,86,14,2520,239,722,60*09C4","PE1ANS-L,BUZZ_LORA1,G6GVI_LoRa,G8KNN,PE2BZ-preamp,G6GZH,g8fjg-5pi",429,12:51:54,52.213932,-0.657505," 20,164 ",3367,33.67,34.728,86,14,2.52,25.2,239,722,60,,,
"$$KEW02,430,12:52:37,52.212635,-0.646653,20273,0,0,16,2574,13,723,0*F2A9","PE1ANS-L,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi,M0XBC_LoRa",430,12:52:37,52.212635,-0.646653," 20,273 ",0,33.67,35.628,0,16,2.57,25.7,13,723,0,,,
"$$KEW02,431,12:53:07,52.211849,-0.637833,20373,3674,93,16,2544,58,723,10*4FD0","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,PE2BZ-preamp,G7PMO_PiRx,G6GZH,g8fjg-5pi,M0XBC_LoRa",431,12:53:07,52.211849,-0.637833," 20,373 ",3674,36.74,36.188,93,16,2.54,25.4,58,723,10,,,
"$$KEW02,432,12:53:34,52.211395,-0.629786,20485,4199,89,15,2549,94,723,20*DB33","PE1ANS-L,BUZZ_LORA1,G6GVI_LoRa,M0XBC_LoRa,PE2BZ-preamp,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",432,12:53:34,52.211395,-0.629786," 20,485 ",4199,41.99,36.786,89,15,2.55,25.5,94,723,20,,,
"$$KEW02,433,12:54:07,52.211689,-0.620461,20620,3786,92,15,2539,131,723,30*2069","PE1ANS-L,PE2BZ-preamp,G6GVI_LoRa,M0XBC_LoRa,BUZZ_LORA1,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",433,12:54:07,52.211689,-0.620461," 20,620 ",3786,37.86,36.838,92,15,2.54,25.4,131,723,30,,,
"$$KEW02,434,12:54:37,52.211487,-0.612112,20720,3393,94,16,2529,168,723,40*95B6","PE1ANS-L,PE2BZ-preamp,G6GVI_LoRa,M0XBC_LoRa,BUZZ_LORA1,G6GZH,g8fjg-5pi,G8KNN",434,12:54:37,52.211487,-0.612112," 20,720 ",3393,33.93,38.03,94,16,2.53,25.3,168,723,40,,,
"$$KEW02,435,12:55:04,52.210876,-0.604012,20794,3963,99,16,2505,207,723,50*C914","PE1ANS-L,BUZZ_LORA1,G6GVI_LoRa,G8KNN,PE2BZ-preamp,G6GZH,g8fjg-5pi,M0XBC_LoRa",435,12:55:04,52.210876,-0.604012," 20,794 ",3963,39.63,38.572,99,16,2.5,25,207,723,50,,,
"$$KEW02,436,12:55:37,52.210140,-0.594154,20892,3945,98,15,2529,245,723,60*21F8","PE1ANS-L,BUZZ_LORA1,G6GVI_LoRa,G8KNN,PE2BZ-preamp,G7PMO_PiRx,G6GZH,g8fjg-5pi,M0XBC_LoRa",436,12:55:37,52.21014,-0.594154," 20,892 ",3945,39.45,38.434,98,15,2.53,25.3,245,723,60,,,
"$$KEW02,437,12:56:07,52.209137,-0.585351,20982,4130,99,15,2564,284,723,70*819A","PE1ANS-L,PE2BZ-preamp,G6GVI_LoRa,G8KNN,BUZZ_LORA1,G7PMO_PiRx,G6GZH,g8fjg-5pi",437,12:56:07,52.209137,-0.585351," 20,982 ",4130,41.3,38.868,99,15,2.56,25.6,284,723,70,,,
"$$KEW02,438,12:56:37,52.208000,-0.575763,21088,4003,104,13,2539,324,723,80*7063","PE1ANS-L,PA3DJR-LoRa,PE2BZ-preamp,G6GVI_LoRa,G8KNN,BUZZ_LORA1,G7PMO_PiRx,G6GZH,g8fjg-5pi,M0XBC_LoRa",438,12:56:37,52.208,-0.575763," 21,088 ",4003,40.03,41.202,104,13,2.54,25.4,324,723,80,,,
"$$KEW02,439,12:57:10,52.206810,-0.564574,21181,4560,97,16,2608,10,724,0*1852","PE1ANS-L,PE2BZ-preamp,G6GVI_LoRa,G8KNN,BUZZ_LORA1,G7PMO_PiRx,G6GZH,M0XBC_LoRa",439,12:57:10,52.20681,-0.564574," 21,181 ",4560,45.6,42.274,97,16,2.61,26.1,10,724,0,,,
"$$KEW02,440,12:57:18,52.206490,-0.561724,21202,4499,104,16,2608,49,724,10*106F","PE1ANS-L,BUZZ_LORA1,G6GVI_LoRa,G8KNN,PE2BZ-preamp,G6GZH,g8fjg-5pi,M0XBC_LoRa",440,12:57:18,52.20649,-0.561724," 21,202 ",4499,44.99,43.454,104,16,2.61,26.1,49,724,10,,,
"$$KEW02,441,12:57:24,52.206226,-0.559671,21218,4535,103,16,2588,90,724,20*BEC0","PE1ANS-L,PE2BZ-preamp,G6GVI_LoRa,M0XBC_LoRa,BUZZ_LORA1,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",441,12:57:24,52.206226,-0.559671," 21,218 ",4535,45.35,44.264,103,16,2.59,25.9,90,724,20,,,
"$$KEW02,442,12:57:31,52.205875,-0.557364,21240,4535,103,16,2618,126,724,30*7E70","PE1ANS-L,BUZZ_LORA1,G6GVI_LoRa,G8KNN,PE2BZ-preamp,G7PMO_PiRx,G6GZH,g8fjg-5pi,M0XBC_LoRa",442,12:57:31,52.205875,-0.557364," 21,240 ",4535,45.35,45.328,103,16,2.62,26.2,126,724,30,,,
"$$KEW02,443,12:57:37,52.205589,-0.555414,21256,4535,103,16,2618,163,724,40*CB3F","PE1ANS-L,PE2BZ-preamp,G6GVI_LoRa,G8KNN,BUZZ_LORA1,G7PMO_PiRx,G6GZH,g8fjg-5pi,M0XBC_LoRa",443,12:57:37,52.205589,-0.555414," 21,256 ",4535,45.35,45.162,103,16,2.62,26.2,163,724,40,,,
"$$KEW02,444,12:57:43,52.205315,-0.553528,21276,4477,111,16,2618,201,724,50*6D8E","PE1ANS-L,BUZZ_LORA1,G6GVI_LoRa,G8KNN,PE2BZ-preamp,G7PMO_PiRx,G6GZH,g8fjg-5pi",444,12:57:43,52.205315,-0.553528," 21,276 ",4477,44.77,45.488,111,16,2.62,26.2,201,724,50,,,
"$$KEW02,445,12:57:50,52.205009,-0.551346,21298,4662,104,16,2623,241,724,60*ED32","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,PE2BZ-preamp,G7PMO_PiRx,G6GZH,g8fjg-5pi",445,12:57:50,52.205009,-0.551346," 21,298 ",4662,46.62,44.936,104,16,2.62,26.2,241,724,60,,,
"$$KEW02,446,12:57:57,52.204735,-0.549176,21320,4259,101,16,2628,277,724,70*916E","PE1ANS-L,BUZZ_LORA1,G6GVI_LoRa,G8KNN,PE2BZ-preamp,G7PMO_PiRx,G6GZH,g8fjg-5pi",446,12:57:57,52.204735,-0.549176," 21,320 ",4259,42.59,44.502,101,16,2.63,26.3,277,724,70,,,
"$$KEW02,447,12:58:03,52.204540,-0.547373,21339,4318,90,16,2633,312,724,80*D7C8","PE1ANS-L,PE2BZ-preamp,G8KNN,BUZZ_LORA1,G6GZH,g8fjg-5pi",447,12:58:03,52.20454,-0.547373," 21,339 ",4318,43.18,43.212,90,16,2.63,26.3,312,724,80,,,
"$$KEW02,448,12:58:10,52.204319,-0.545250,21363,3890,105,16,2603,351,724,90*C1F4","PE1ANS-L,G8HIK,PE2BZ-preamp,G6GVI_LoRa,PC4L-L,G8KNN,BUZZ_LORA1,G7PMO_PiRx,G6GZH,g8fjg-5pi",448,12:58:10,52.204319,-0.54525," 21,363 ",3890,38.9,42.346,105,16,2.6,26,351,724,90,,,
"$$KEW02,449,12:58:17,52.204132,-0.543127,21385,4044,108,16,2623,392,724,100*68E2","PE1ANS-L,BUZZ_LORA1,G6GVI_LoRa,PC4L-L,G8KNN,PE2BZ-preamp,G7PMO_PiRx,G6GZH",449,12:58:17,52.204132,-0.543127," 21,385 ",4044,40.44,41.11,108,16,2.62,26.2,392,724,100,,,
"$$KEW02,450,12:58:23,52.203979,-0.541346,21403,4044,108,16,2588,429,724,110*305D","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,PC4L-L,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",450,12:58:23,52.203979,-0.541346," 21,403 ",4044,40.44,40.16,108,16,2.59,25.9,429,724,110,,,
"$$KEW02,451,12:58:30,52.203800,-0.539305,21424,3784,100,16,2623,471,724,120*585A","PE1ANS-L,PE2BZ-preamp,G6GVI_LoRa,PC4L-L,G8KNN,BUZZ_LORA1,G7PMO_PiRx,G6GZH,g8fjg-5pi",451,12:58:30,52.2038,-0.539305," 21,424 ",3784,37.84,38.896,100,16,2.62,26.2,471,724,120,,,
"$$KEW02,452,12:58:36,52.203674,-0.537605,21441,3686,98,16,2623,511,724,130*2E25","PE1ANS-L,BUZZ_LORA1,G6GVI_LoRa,PC4L-L,G8KNN,G7PMO_PiRx,G6GZH",452,12:58:36,52.203674,-0.537605," 21,441 ",3686,36.86,38.988,98,16,2.62,26.2,511,724,130,,,
"$$KEW02,453,12:58:43,52.203632,-0.535595,21470,3936,100,16,2628,552,724,140*67E9","PE1ANS-L,G8HIK,BUZZ_LORA1,PC4L-L,G8KNN,PE2BZ-preamp,G7PMO_PiRx,G6GZH,g8fjg-5pi",453,12:58:43,52.203632,-0.535595," 21,470 ",3936,39.36,38.772,100,16,2.63,26.3,552,724,140,,,
"$$KEW02,454,12:58:50,52.203609,-0.533557,21493,3936,100,16,2633,589,724,150*71E4","PE1ANS-L,BUZZ_LORA1,G6GVI_LoRa,PC4L-L,G8KNN,G7PMO_PiRx,G6GZH",454,12:58:50,52.203609,-0.533557," 21,493 ",3936,39.36,38.556,100,16,2.63,26.3,589,724,150,,,
"$$KEW02,455,12:58:56,52.203640,-0.531828,21514,3936,100,16,2588,630,724,160*110D","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,PC4L-L,G8KNN,G7PMO_PiRx,G6GZH",455,12:58:56,52.20364,-0.531828," 21,514 ",3936,39.36,38.86,100,16,2.59,25.9,630,724,160,,,
