_sentence,_receivers,sentence_id,time,latitude,longitude, altitude ,speed,Speed,Speed,heading,satellites,battery,Battery,gps_sentances,image_id,ssdv_packet_count,,,
"$$KEW02,6,10:02:27,52.462650,-0.991550,150,3,0,7,2637,408,686,50*509C",G7PMO/P,6,10:02:27,52.46265,-0.99155, 150 ,3,,,0,7,2.64,26.4,408,686,50,,,
"$$KEW02,7,10:03:03,52.462643,-0.991570,148,0,0,12,2824,448,686,60*A1F8",G7PMO/P,7,10:03:03,52.462643,-0.99157, 148 ,0,,,0,12,2.82,28.2,448,686,60,,,
"$$KEW02,8,10:03:33,52.462917,-0.991785,149,279,350,12,2834,490,686,70*A10F",G7PMO/P,8,10:03:33,52.462917,-0.991785, 149 ,279,2.79,,350,12,2.83,28.3,490,686,70,,,
"$$KEW02,9,10:04:07,52.463066,-0.992255,151,266,264,14,2844,12,687,0*EE31",G7PMO/P,9,10:04:07,52.463066,-0.992255, 151 ,266,2.66,2.703333333,264,14,2.84,28.4,12,687,0,,,
"$$KEW02,3,10:12:38,52.463055,-0.992374,149,0,0,10,2853,200,689,20*A7D9",G7PMO/P,3,10:12:38,52.463055,-0.992374, 149 ,0,2.66,2.6925,0,10,2.85,28.5,200,689,20,,,
"$$KEW02,17,10:21:06,52.463020,-0.992547,151,0,333,12,2863,127,691,30*654B",G7PMO/P,17,10:21:06,52.46302,-0.992547, 151 ,0,2.66,2.686,333,12,2.86,28.6,127,691,30,,,
"$$KEW02,51,10:39:10,52.463036,-0.992550,149,0,305,10,2858,127,697,30*A14D",G7PMO/P,51,10:39:10,52.463036,-0.99255, 149 ,0,2.66,2.66,305,10,2.86,28.6,127,697,30,,,
"$$KEW02,52,10:39:46,52.463036,-0.992547,149,0,305,11,2893,166,697,40*85D9",G7PMO/P,52,10:39:46,52.463036,-0.992547, 149 ,0,2.66,3.102,305,11,2.89,28.9,166,697,40,,,
"$$KEW02,59,10:43:34,52.462265,-0.991392,423,487,117,12,2863,136,698,30*BEBD","G7PMO_PiRx,G7PMO/P",59,10:43:34,52.462265,-0.991392, 423 ,487,4.87,3.128,117,12,2.86,28.6,136,698,30,,,
"$$KEW02,60,10:44:04,52.462009,-0.990643,487,279,100,11,2893,178,698,40*82FA","G7PMO_PiRx,G7PMO/P,G6GZH",60,10:44:04,52.462009,-0.990643, 487 ,279,2.79,3.698,100,11,2.89,28.9,178,698,40,,,
"$$KEW02,61,10:44:31,52.461784,-0.989910,545,551,102,12,2863,218,698,50*8BBB","G7PMO/P,G7PMO_PiRx,G6GZH",61,10:44:31,52.461784,-0.98991, 545 ,551,5.51,3.86,102,12,2.86,28.6,218,698,50,,,
"$$KEW02,62,10:45:17,52.461712,-0.988842,652,347,82,12,2863,14,699,0*B67A","G7PMO_PiRx,G7PMO/P,G8KNN",62,10:45:17,52.461712,-0.988842, 652 ,347,3.47,3.626,82,12,2.86,28.6,14,699,0,,,
"$$KEW02,63,10:45:47,52.461594,-0.988489,696,149,17,11,2883,57,699,10*61CE","G7PMO_PiRx,G7PMO/P,G6GZH,G8KNN",63,10:45:47,52.461594,-0.988489, 696 ,149,1.49,3.164,17,11,2.88,28.8,57,699,10,,,
"$$KEW02,64,10:46:11,52.461620,-0.988530,745,256,167,12,2819,101,699,20*479D","G7PMO_PiRx,G8KNN",64,10:46:11,52.46162,-0.98853, 745 ,256,2.56,3.408,167,12,2.82,28.2,101,699,20,,,
"$$KEW02,65,10:46:44,52.462090,-0.988841,814,401,330,11,2863,141,699,30*7DDF","G7PMO_PiRx,G6GZH",65,10:46:44,52.46209,-0.988841, 814 ,401,4.01,3.546,330,11,2.86,28.6,141,699,30,,,
"$$KEW02,66,10:47:14,52.462814,-0.989254,874,620,12,10,2873,181,699,40*6B1B","G7PMO_PiRx,G6GZH",66,10:47:14,52.462814,-0.989254, 874 ,620,6.2,4.076,12,10,2.87,28.7,181,699,40,,,
"$$KEW02,67,10:47:40,52.463467,-0.989627,932,612,348,10,2839,224,699,50*3E2C","G7PMO_PiRx,G6GZH",67,10:47:40,52.463467,-0.989627, 932 ,612,6.12,5.002,348,10,2.84,28.4,224,699,50,,,
"$$KEW02,68,10:48:21,52.464340,-0.990453,1036,0,0,11,2804,8,700,0*1B95","G7PMO_PiRx,G6GZH",68,10:48:21,52.46434,-0.990453," 1,036 ",0,6.12,5.908,0,11,2.8,28,8,700,0,,,
"$$KEW02,69,10:48:52,52.464947,-0.990849,1091,709,321,10,2873,50,700,10*CC61","G7PMO_PiRx,G6GZH",69,10:48:52,52.464947,-0.990849," 1,091 ",709,7.09,6.392,321,10,2.87,28.7,50,700,10,,,
"$$KEW02,70,10:49:21,52.465546,-0.990798,1143,643,358,11,2834,94,700,20*28B7","G7PMO_PiRx,G8KNN",70,10:49:21,52.465546,-0.990798," 1,143 ",643,6.43,6.346,358,11,2.83,28.3,94,700,20,,,
"$$KEW02,71,10:49:51,52.466278,-0.990291,1228,597,28,9,2839,135,700,30*CCD4","G7PMO_PiRx,G8KNN",71,10:49:51,52.466278,-0.990291," 1,228 ",597,5.97,6.036,28,9,2.84,28.4,135,700,30,,,
"$$KEW02,72,10:50:18,52.466576,-0.989951,1259,457,51,11,2868,178,700,40*FC4D","G7PMO_PiRx,G8KNN",72,10:50:18,52.466576,-0.989951," 1,259 ",457,4.57,6.606,51,11,2.87,28.7,178,700,40,,,
"$$KEW02,73,10:50:51,52.467232,-0.989777,1347,897,5,11,2844,218,700,50*AD3B","G7PMO_PiRx,G6GZH,G8KNN",73,10:50:51,52.467232,-0.989777," 1,347 ",897,8.97,6.81,5,11,2.84,28.4,218,700,50,,,
"$$KEW02,74,10:51:18,52.467941,-0.989574,1421,811,358,10,2814,258,700,60*2914","G7PMO_PiRx,G8KNN,G6GZH",74,10:51:18,52.467941,-0.989574," 1,421 ",811,8.11,6.45,358,10,2.81,28.1,258,700,60,,,
"$$KEW02,75,10:51:48,52.468685,-0.989446,1475,463,21,10,2834,298,700,70*F040","G7PMO_PiRx,G6GZH,G8KNN",75,10:51:48,52.468685,-0.989446," 1,475 ",463,4.63,5.856,21,10,2.83,28.3,298,700,70,,,
"$$KEW02,76,10:52:20,52.469173,-0.989493,1540,300,354,10,2853,342,700,80*6B3F","G7PMO_PiRx,G6GZH",76,10:52:20,52.469173,-0.989493," 1,540 ",300,3,5.442,354,10,2.85,28.5,342,700,80,,,
"$$KEW02,77,10:52:51,52.469555,-0.989017,1578,250,351,10,2834,384,700,90*7813","G7PMO_PiRx,G8KNN,G6GZH",77,10:52:51,52.469555,-0.989017," 1,578 ",250,2.5,4.512,351,10,2.83,28.3,384,700,90,,,
"$$KEW02,78,10:53:18,52.469975,-0.989345,1654,432,45,11,2844,424,700,100*862D","G7PMO_PiRx,G6GZH",78,10:53:18,52.469975,-0.989345," 1,654 ",432,4.32,3.754,45,11,2.84,28.4,424,700,100,,,
"$$KEW02,79,10:53:55,52.470448,-0.988817,1742,0,0,11,2853,6,701,0*C553","G7PMO_PiRx,G6GZH",79,10:53:55,52.470448,-0.988817," 1,742 ",0,4.32,3.692,0,11,2.85,28.5,6,701,0,,,
"$$KEW02,80,10:54:26,52.470749,-0.988159,1805,0,0,9,2873,53,701,10*1889","G7PMO_PiRx,G8KNN,G6GZH",80,10:54:26,52.470749,-0.988159," 1,805 ",0,4.32,4.136,0,9,2.87,28.7,53,701,10,,,
"$$KEW02,81,10:54:55,52.470982,-0.987294,1866,522,109,10,2853,95,701,20*CB3F","G7PMO_PiRx,G6GZH,G8KNN",81,10:54:55,52.470982,-0.987294," 1,866 ",522,5.22,5.116,109,10,2.85,28.5,95,701,20,,,
"$$KEW02,82,10:55:25,52.471027,-0.986252,1934,740,93,11,2824,138,701,30*A318","G7PMO_PiRx,G6GZH,G8KNN",82,10:55:25,52.471027,-0.986252," 1,934 ",740,7.4,5.472,93,11,2.82,28.2,138,701,30,,,
"$$KEW02,83,10:55:55,52.470860,-0.984915,2010,610,128,11,2819,182,701,40*806F","G7PMO_PiRx,G8KNN,G6GZH",83,10:55:55,52.47086,-0.984915," 2,010 ",610,6.1,5.902,128,11,2.82,28.2,182,701,40,,,
"$$KEW02,84,10:56:25,52.470432,-0.984062,2076,647,163,11,2868,222,701,50*CCE2","G7PMO_PiRx,G6GZH,G8KNN",84,10:56:25,52.470432,-0.984062," 2,076 ",647,6.47,5.954,163,11,2.87,28.7,222,701,50,,,
"$$KEW02,85,10:56:49,52.470104,-0.983481,2119,458,127,11,2819,266,701,60*AE82","G7PMO_PiRx,G6GZH",85,10:56:49,52.470104,-0.983481," 2,119 ",458,4.58,5.826,127,11,2.82,28.2,266,701,60,,,
"$$KEW02,86,10:57:29,52.469723,-0.982893,2211,0,0,11,2799,10,702,0*665D","G7PMO_PiRx,G6GZH,G8KNN",86,10:57:29,52.469723,-0.982893," 2,211 ",0,4.58,4.688,0,11,2.8,28,10,702,0,,,
"$$KEW02,87,10:57:59,52.469284,-0.982772,2235,171,214,10,2844,53,702,10*22EC","G7PMO_PiRx,G8KNN,G6GZH",87,10:57:59,52.469284,-0.982772," 2,235 ",171,1.71,4.468,214,10,2.84,28.4,53,702,10,,,
"$$KEW02,88,10:58:26,52.469116,-0.983107,2313,500,237,11,2809,93,702,20*3ABE","G7PMO_PiRx,G6GZH,g8fjg-5pi",88,10:58:26,52.469116,-0.983107," 2,313 ",500,5,3.834,237,11,2.81,28.1,93,702,20,,,
"$$KEW02,89,10:58:56,52.468891,-0.983720,2384,330,229,11,2809,134,702,30*CA4C","G7PMO_PiRx,G6GZH,g8fjg-5pi",89,10:58:56,52.468891,-0.98372," 2,384 ",330,3.3,3.78,229,11,2.81,28.1,134,702,30,,,
"$$KEW02,90,10:59:26,52.468697,-0.984506,2466,431,236,11,2834,175,702,40*03FA","G7PMO_PiRx,G6GZH,g8fjg-5pi",90,10:59:26,52.468697,-0.984506," 2,466 ",431,4.31,4.032,236,11,2.83,28.3,175,702,40,,,
"$$KEW02,91,10:59:53,52.468494,-0.985366,2526,584,233,11,2804,216,702,50*5BC9","G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",91,10:59:53,52.468494,-0.985366," 2,526 ",584,5.84,4.858,233,11,2.8,28,216,702,50,,,
"$$KEW02,92,11:00:30,52.467899,-0.986796,2621,0,0,11,2785,6,703,0*5E9F","G7PMO_PiRx,g8fjg-5pi",92,11:00:30,52.467899,-0.986796," 2,621 ",0,5.84,5.026,0,11,2.79,27.9,6,703,0,,,
"$$KEW02,93,11:01:01,52.467342,-0.987681,2660,100,258,9,2799,51,703,10*2984","G7PMO_PiRx,G6GZH,g8fjg-5pi",93,11:01:01,52.467342,-0.987681," 2,660 ",100,5.84,5.73,258,9,2.8,28,51,703,10,,,
"$$KEW02,94,11:01:31,52.466568,-0.988546,2731,682,225,10,2834,91,703,20*BB96","G7PMO_PiRx,g8fjg-5pi",94,11:01:31,52.466568,-0.988546," 2,731 ",682,6.82,5.922,225,10,2.83,28.3,91,703,20,,,
"$$KEW02,95,11:02:01,52.465855,-0.989184,2816,527,181,11,2795,134,703,30*DE32","G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",95,11:02:01,52.465855,-0.989184," 2,816 ",527,5.27,5.368,181,11,2.79,27.9,134,703,30,,,
"$$KEW02,96,11:02:31,52.465034,-0.989365,2881,307,162,11,2824,172,703,40*6975","BUZZ_LORA1,G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",96,11:02:31,52.465034,-0.989365," 2,881 ",307,3.07,5.18,162,11,2.82,28.2,172,703,40,,,
"$$KEW02,97,11:03:01,52.464245,-0.989591,2952,490,161,9,2819,212,703,50*B640","BUZZ_LORA1,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",97,11:03:01,52.464245,-0.989591," 2,952 ",490,4.9,5.362,161,9,2.82,28.2,212,703,50,,,
"$$KEW02,98,11:03:28,52.463593,-0.989812,3020,675,152,10,2804,257,703,60*0610","G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",98,11:03:28,52.463593,-0.989812," 3,020 ",675,6.75,4.776,152,10,2.8,28,257,703,60,,,
"$$KEW02,99,11:04:00,52.462822,-0.989899,3081,389,162,11,2795,296,703,70*1130","G6GVI_LoRa,G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",99,11:04:00,52.462822,-0.989899," 3,081 ",389,3.89,4.552,162,11,2.79,27.9,296,703,70,,,
"$$KEW02,100,11:04:30,52.462265,-0.989925,3149,415,164,10,2765,338,703,80*3ACE","G6GVI_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",100,11:04:30,52.462265,-0.989925," 3,149 ",415,4.15,5.38,164,10,2.77,27.7,338,703,80,,,
"$$KEW02,101,11:05:03,52.461521,-0.990303,3211,721,181,10,2809,378,703,90*9717","G6GVI_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",101,11:05:03,52.461521,-0.990303," 3,211 ",721,7.21,5.34,181,10,2.81,28.1,378,703,90,,,
"$$KEW02,102,11:05:27,52.460918,-0.990592,3249,470,205,10,2790,417,703,100*745D","G6GVI_LoRa,G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",102,11:05:27,52.460918,-0.990592," 3,249 ",470,4.7,5.46,205,10,2.79,27.9,417,703,100,,,
"$$KEW02,103,11:06:03,52.459881,-0.991163,3337,735,201,11,2814,459,703,110*479D","G6GVI_LoRa,G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",103,11:06:03,52.459881,-0.991163," 3,337 ",735,7.35,6.672,201,11,2.81,28.1,459,703,110,,,
"$$KEW02,104,11:06:30,52.458935,-0.991882,3375,995,203,10,2790,503,703,120*A416","G6GVI_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",104,11:06:30,52.458935,-0.991882," 3,375 ",995,9.95,8.318,203,10,2.79,27.9,503,703,120,,,
"$$KEW02,105,11:07:00,52.457661,-0.992741,3407,1238,196,10,2755,544,703,130*F941","G6GVI_LoRa,G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",105,11:07:00,52.457661,-0.992741," 3,407 ",1238,12.38,9.352,196,10,2.75,27.5,544,703,130,,,
"$$KEW02,106,11:07:51,52.456715,-0.995037,3571,0,0,11,2790,10,704,0*C2B0","G6GVI_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",106,11:07:51,52.456715,-0.995037," 3,571 ",0,12.38,10.888,0,11,2.79,27.9,10,704,0,,,
"$$KEW02,107,11:08:22,52.455643,-0.996242,3589,0,0,8,2775,62,704,10*06E3","G6GVI_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",107,11:08:22,52.455643,-0.996242," 3,589 ",0,12.38,11.518,0,8,2.77,27.7,62,704,10,,,
"$$KEW02,108,11:08:51,52.454742,-0.997423,3679,1050,220,10,2893,106,704,20*6683","G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",108,11:08:51,52.454742,-0.997423," 3,679 ",1050,10.5,10.954,220,10,2.89,28.9,106,704,20,,,
"$$KEW02,109,11:09:21,52.453819,-0.998554,3729,713,217,10,2790,146,704,30*4BD7","G6GVI_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",109,11:09:21,52.453819,-0.998554," 3,729 ",713,7.13,10.506,217,10,2.79,27.9,146,704,30,,,
"$$KEW02,110,11:09:51,52.452690,-0.999318,3786,1014,200,10,2790,186,704,40*4FE4","G6GVI_LoRa,G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",110,11:09:51,52.45269,-0.999318," 3,786 ",1014,10.14,9.932,200,10,2.79,27.9,186,704,40,,,
"$$KEW02,111,11:10:18,52.451633,-1.000142,3844,951,201,9,2785,226,704,50*5495","G6GVI_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",111,11:10:18,52.451633,-1.000142," 3,844 ",951,9.51,9.358,201,9,2.79,27.9,226,704,50,,,
"$$KEW02,112,11:11:07,52.449711,-1.001742,3967,0,0,11,2633,13,705,0*A0E1","G6GVI_LoRa,G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",112,11:11:07,52.449711,-1.001742," 3,967 ",0,9.51,9.16,0,11,2.63,26.3,13,705,0,,,
"$$KEW02,113,11:11:37,52.449711,-1.001742,3967,0,0,0,2755,71,705,10*2A45","G6GVI_LoRa,G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",113,11:11:37,52.449711,-1.001742," 3,967 ",0,9.51,9.49,0,0,2.75,27.5,71,705,10,,,
"$$KEW02,114,11:12:07,52.447281,-1.003000,4073,878,205,9,2790,109,705,20*56CC","G6GVI_LoRa,G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",114,11:12:07,52.447281,-1.003," 4,073 ",878,8.78,8.938,205,9,2.79,27.9,109,705,20,,,
"$$KEW02,115,11:12:34,52.446362,-1.003643,4134,738,194,9,2917,148,705,30*6710","G6GVI_LoRa,G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",115,11:12:34,52.446362,-1.003643," 4,134 ",738,7.38,8.942,194,9,2.92,29.2,148,705,30,,,
"$$KEW02,116,11:13:04,52.445229,-1.004387,4198,953,198,8,2775,190,705,40*6F2B","G6GVI_LoRa,G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",116,11:13:04,52.445229,-1.004387," 4,198 ",953,9.53,8.538,198,8,2.77,27.7,190,705,40,,,
"$$KEW02,117,11:13:34,52.444149,-1.005243,4255,749,207,8,2716,232,705,50*7FAE","G6GVI_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",117,11:13:34,52.444149,-1.005243," 4,255 ",749,7.49,8.546,207,8,2.72,27.2,232,705,50,,,
"$$KEW02,118,11:14:01,52.443035,-1.005865,4319,955,198,9,2947,270,706,0*3D6B","G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",118,11:14:01,52.443035,-1.005865," 4,319 ",955,9.55,8.7,198,9,2.95,29.5,270,706,0,,,
"$$KEW02,119,11:14:14,52.442474,-1.006174,4339,955,198,11,2785,305,706,10*1C4F","G6GVI_LoRa,G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",119,11:14:14,52.442474,-1.006174," 4,339 ",955,9.55,9.134,198,11,2.79,27.9,305,706,10,,,
"$$KEW02,120,11:14:21,52.442207,-1.006474,4357,955,198,9,2824,339,706,20*5AEF","G6GVI_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",120,11:14:21,52.442207,-1.006474," 4,357 ",955,9.55,9.138,198,9,2.82,28.2,339,706,20,,,
"$$KEW02,121,11:14:27,52.442013,-1.006714,4374,955,198,10,2755,379,706,30*C1C0","G6GVI_LoRa,G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",121,11:14:27,52.442013,-1.006714," 4,374 ",955,9.55,9.108,198,10,2.75,27.5,379,706,30,,,
"$$KEW02,122,11:14:34,52.441811,-1.006975,4392,734,231,10,2790,415,706,40*E845","G6GVI_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",122,11:14:34,52.441811,-1.006975," 4,392 ",734,7.34,9.126,231,10,2.79,27.9,415,706,40,,,
"$$KEW02,123,11:14:40,52.441566,-1.007164,4406,964,195,9,2765,453,706,50*476F","G6GVI_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",123,11:14:40,52.441566,-1.007164," 4,406 ",964,9.64,8.992,195,9,2.77,27.7,453,706,50,,,
"$$KEW02,124,11:14:47,52.441311,-1.007306,4418,888,191,10,2932,496,706,60*C2F8","G6GVI_LoRa,G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",124,11:14:47,52.441311,-1.007306," 4,418 ",888,8.88,8.836,191,10,2.93,29.3,496,706,60,,,
"$$KEW02,125,11:14:53,52.441093,-1.007502,4426,877,199,11,3398,538,706,70*600E","G6GVI_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",125,11:14:53,52.441093,-1.007502," 4,426 ",877,8.77,8.854,199,11,3.4,34,538,706,70,,,
"$$KEW02,126,11:15:00,52.440830,-1.007675,4438,964,198,10,2819,580,706,80*3A18","G6GVI_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",126,11:15:00,52.44083,-1.007675," 4,438 ",964,9.64,9.08,198,10,2.82,28.2,580,706,80,,,
"$$KEW02,127,11:15:07,52.440582,-1.007831,4448,847,194,11,2790,614,706,90*953D","G6GVI_LoRa,G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",127,11:15:07,52.440582,-1.007831," 4,448 ",847,8.47,8.846,194,11,2.79,27.9,614,706,90,,,
"$$KEW02,128,11:15:13,52.440357,-1.007949,4457,847,194,11,2780,650,706,100*F5CF","G6GVI_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",128,11:15:13,52.440357,-1.007949," 4,457 ",847,8.47,8.764,194,11,2.78,27.8,650,706,100,,,
"$$KEW02,129,11:15:20,52.440033,-1.008150,4468,847,194,11,2765,690,706,110*56C5","G6GVI_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",129,11:15:20,52.440033,-1.00815," 4,468 ",847,8.47,8.834,194,11,2.77,27.7,690,706,110,,,
"$$KEW02,130,11:15:25,52.439747,-1.008345,4485,912,187,8,2588,727,706,120*B836","G6GVI_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",130,11:15:25,52.439747,-1.008345," 4,485 ",912,9.12,8.908,187,8,2.59,25.9,727,706,120,,,
"$$KEW02,131,11:15:33,52.439407,-1.008516,4496,1001,194,9,2745,765,706,130*B539","G6GVI_LoRa,G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",131,11:15:33,52.439407,-1.008516," 4,496 ",1001,10.01,9.228,194,9,2.75,27.5,765,706,130,,,
"$$KEW02,132,11:15:39,52.439159,-1.008642,4505,1007,182,8,2765,805,706,140*B938","G6GVI_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",132,11:15:39,52.439159,-1.008642," 4,505 ",1007,10.07,9.548,182,8,2.77,27.7,805,706,140,,,
"$$KEW02,133,11:15:46,52.438862,-1.008767,4521,1007,182,10,2790,841,706,150*C7C6","G6GVI_LoRa,G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",133,11:15:46,52.438862,-1.008767," 4,521 ",1007,10.07,10.196,182,10,2.79,27.9,841,706,150,,,
"$$KEW02,134,11:15:53,52.438576,-1.009031,4547,1171,194,11,2790,877,706,160*F6C0","G6GVI_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",134,11:15:53,52.438576,-1.009031," 4,547 ",1171,11.71,10.714,194,11,2.79,27.9,877,706,160,,,
"$$KEW02,135,11:15:59,52.438381,-1.009230,4575,1171,194,10,2785,912,706,170*8D46","G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",135,11:15:59,52.438381,-1.00923," 4,575 ",1171,11.71,11.004,194,10,2.79,27.9,912,706,170,,,
"$$KEW02,136,11:16:06,52.438194,-1.009487,4601,1146,204,9,2780,952,706,180*2D71","G6GVI_LoRa,G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",136,11:16:06,52.438194,-1.009487," 4,601 ",1146,11.46,11.422,204,9,2.78,27.8,952,706,180,,,
"$$KEW02,137,11:16:12,52.438030,-1.009702,4626,1216,207,10,2721,992,706,190*CEA6","G6GVI_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",137,11:16:12,52.43803,-1.009702," 4,626 ",1216,12.16,11.84,207,10,2.72,27.2,992,706,190,,,
"$$KEW02,138,11:16:19,52.437794,-1.009936,4652,1216,207,9,2765,1028,706,200*CBEE","G6GVI_LoRa,G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",138,11:16:19,52.437794,-1.009936," 4,652 ",1216,12.16,11.622,207,9,2.77,27.7,1028,706,200,,,
"$$KEW02,139,11:16:25,52.437565,-1.010124,4669,1062,198,9,2775,1066,706,210*6AF0","G6GVI_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",139,11:16:25,52.437565,-1.010124," 4,669 ",1062,10.62,11.404,198,9,2.77,27.7,1066,706,210,,,
"$$KEW02,140,11:16:32,52.437332,-1.010346,4693,1062,198,10,2785,1100,706,220*0659","G6GVI_LoRa,G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",140,11:16:32,52.437332,-1.010346," 4,693 ",1062,10.62,11.246,198,10,2.79,27.9,1100,706,220,,,
"$$KEW02,141,11:16:39,52.437069,-1.010549,4715,1067,205,10,2765,1139,706,230*39FC","G8HIK,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",141,11:16:39,52.437069,-1.010549," 4,715 ",1067,10.67,10.948,205,10,2.77,27.7,1139,706,230,,,
"$$KEW02,142,11:16:45,52.436840,-1.010748,4731,1067,205,10,2711,1178,706,240*C8C3","G8HIK,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",142,11:16:45,52.43684,-1.010748," 4,731 ",1067,10.67,10.65,205,10,2.71,27.1,1178,706,240,,,
"$$KEW02,143,11:16:52,52.436592,-1.010974,4750,1067,205,10,2785,1216,706,250*8271","G6GVI_LoRa,G7PMO_PiRx,G8KNN,g8fjg-5pi,G6GZH",143,11:16:52,52.436592,-1.010974," 4,750 ",1067,10.67,10.66,205,10,2.79,27.9,1216,706,250,,,
"$$KEW02,144,11:16:58,52.436371,-1.011124,4767,1067,205,8,2721,1256,706,260*1862","G8HIK,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",144,11:16:58,52.436371,-1.011124," 4,767 ",1067,10.67,10.338,205,8,2.72,27.2,1256,706,260,,,
"$$KEW02,145,11:17:05,52.436115,-1.011344,4788,901,206,9,2790,1298,706,270*5D43","G8HIK,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",145,11:17:05,52.436115,-1.011344," 4,788 ",901,9.01,9.654,206,9,2.79,27.9,1298,706,270,,,
"$$KEW02,146,11:17:11,52.435883,-1.011490,4800,725,202,8,2750,1338,706,280*CA5D","G6GVI_LoRa,G7PMO_PiRx,G8HIK,g8fjg-5pi,G8KNN",146,11:17:11,52.435883,-1.01149," 4,800 ",725,7.25,9.552,202,8,2.75,27.5,1338,706,280,,,
"$$KEW02,147,11:17:18,52.435604,-1.011722,4819,1016,210,8,2780,1378,706,290*8167","G8HIK,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",147,11:17:18,52.435604,-1.011722," 4,819 ",1016,10.16,9.48,210,8,2.78,27.8,1378,706,290,,,
"$$KEW02,148,11:17:25,52.435314,-1.011935,4836,1031,205,10,2755,1412,706,300*891E","G7PMO/P,G6GVI_LoRa,G7PMO_PiRx,G8KNN,g8fjg-5pi",148,11:17:25,52.435314,-1.011935," 4,836 ",1031,10.31,9.408,205,10,2.75,27.5,1412,706,300,,,
"$$KEW02,149,11:17:48,52.434368,-1.012800,4888,0,0,10,2569,10,707,0*A2FD","G6GVI_LoRa,G7PMO/P,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",149,11:17:48,52.434368,-1.0128," 4,888 ",0,10.31,9.672,0,10,2.57,25.7,10,707,0,,,
"$$KEW02,150,11:18:18,52.433311,-1.014002,4934,1033,215,10,2765,57,707,10*1B44","G6GVI_LoRa,G7PMO/P,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",150,11:18:18,52.433311,-1.014002," 4,934 ",1033,10.33,10.472,215,10,2.77,27.7,57,707,10,,,
